admin2_id,name,type,name_original,name_alternatives,admin2_id_admin1,admin2_id_source
RO-VS,Vaslui,County,,,,iso
RS-BG,Grad Beograd,City,Београд,Belgrade,,hasc
RS-BO,Borski,District,Борски,Bor,,hasc
RS-BR,Braničevski,District,Браничевски,Braničevo,,hasc
RS-JA,Jablanički,District,Јабланички,Jablanica,,hasc
RS-JC,Južno-Bački,District,Јужнобачки,South Bačka,,hasc
RS-JN,Južno-Banatski,District,Јужнобанатски,South Banat,,hasc
RS-KB,Kolubarski,District,Колубарски,Kolubara,,hasc
RS-MA,Mačvanski,District,Мачвански,Mačva,,hasc
RS-MR,Moravički,District,Моравички,Moravica|Morava,,hasc
RS-NS,Nišavski,District,Нишавски,Nišava,,hasc
RS-PC,Pčinjski,District,Пчињски,Pčinja,,hasc
RS-PD,Podunavski,District,Подунавски,Podunavlje|Danube,,hasc
RS-PI,Pirotski,District,Пиротски,Pirot,,hasc
RS-PM,Pomoravski,District,Поморавски,Pomoravlje,,hasc
RS-RN,Rasinski,District,Расински,Rasina,,hasc
RS-RS,Raški,District,Рашки,Raška,,hasc
RS-SC,Severno-Bački,District,Севернобачки,North Bačka,,hasc
RS-SD,Srednje-Banatski,District,Средњебанатски,Central Banat,,hasc
RS-SM,Sremski,District,Сремски,Srem,,hasc
RS-SN,Severno-Banatski,District,Севернобанатски,North Banat,,hasc
RS-SU,Šumadijski,District,Шумадијски,Šumadija,,hasc
RS-TO,Toplički,District,Топлички,Toplica,,hasc
RS-ZC,Zapadno-Bački,District,Западнобачки,West Bačka,,hasc
RS-ZJ,Zaječarski,District,Зајечарски,Zaječar,,hasc
RS-ZL,Zlatiborski,District,Златиборски,Zlatibor,,hasc
RU-AD,Adygey,Republic,Республика Адыгея,Adygea|Adygeya|Adygheya|Republic,,hasc
RU-AL,Altay,Territory,Алтайский край,Altayskiy Kray,,hasc
RU-AM,Amur,Region,Амурская область,Amurskaya Oblast,,hasc
RU-AR,Arkhangel'sk,Region,Архангельская область,Arcangelo|Archangel|Archangelsk|,,hasc
RU-AS,Astrakhan',Region,Астраханская область,Astrachan|Astrakhanskaya Oblast,,hasc
RU-BK,Bashkortostan,Republic,Республика Башкортостан,Bashkir|Bashkiriya|Bashkirskaya,,hasc
RU-BL,Belgorod,Region,Белгородская область,Belgorodskaya Oblast,,hasc
RU-BR,Bryansk,Region,Брянская область,Bryanskaya Oblast,,hasc
RU-BU,Buryat,Republic,Республика Бурятия,Buryatiya|Buryat-Mongol A.S.S.R.,,hasc
RU-CK,Chukot,Autonomous Province,Чукотский АОк,Chukotka|Chukotskiy Aok,7001,hasc
RU-CL,Chelyabinsk,Region,Челябинская область,Chelyabinskaya Oblast,,hasc
RU-CN,Chechnya,Republic,Республика Чечено-Ингушская,Cecenia|Chechenia|Chechênia|Tche,,hasc
RU-CV,Chuvash,Republic,Чувашская Республика,Chuvashskaya A.S.S.R.|Chuvashska,,hasc
RU-DA,Dagestan,Republic,Республика Дагестан,Dagestanskaya A.S.S.R.|Daghestan,,hasc
RU-GA,Gorno-Altay,Republic,Республика Алтай,Gorno-Altayskaya A.Obl.|Respubli,,hasc
RU-IK,Irkutsk,Region,Иркутская область,Irkutskaya Oblast,,hasc
RU-IN,Ingush,Republic,Респу́блика Ингуше́тия,Ingouchie|Inguchétia|Inguschetie,4201,hasc
RU-IV,Ivanovo,Region,Ивановская область,Ivanovskaya Oblast,,hasc
RU-KB,Kabardin-Balkar,Republic,Кабардино-Балкарская Республика,Kabardin A.S.S.R.|Kabardino-Balk,,hasc
RU-KC,Karachay-Cherkess,Republic,Карачаево-Черкессия Республика,Karaçay-Çerkes|Karachay-Cherkess,,hasc
RU-KD,Krasnodar,Territory,Краснодарский край,Cossacks of the Black Sea|Kuban|,,hasc
RU-KE,Kemerovo,Region,Кемеровская область,Kemerovskaya Oblast,,hasc
RU-KG,Kaluga,Region,Калужская область,Kaluzhskaya Oblast,,hasc
RU-KH,Khabarovsk,Territory,Хабаровский край,Khabarovskiy Kray,,hasc
RU-KI,Karelia,Republic,Республика Карелия,Karelian A.S.S.R.|Karelo-Finnish,,hasc
RU-KK,Khakass,Republic,Республика Хакасия,Khakassiya|Republic of Khakasia|,,hasc
RU-KL,Kalmyk,Republic,Республика Калмыкия,Kalmykiya|Khalmg Tangch|Republic,,hasc
RU-KM,Khanty-Mansiy,Autonomous Province,Ханты-Мансийский АОк,Khanty-Mansiysk|Khanty-Mansiyski,,hasc
RU-KN,Kaliningrad,Region,Калининградская область,Kaliningradskaya Oblast,,hasc
RU-KO,Komi,Republic,Республика Коми,Komi A.S.S.R.|Republic of Komi|R,,hasc
RU-KQ,Kamchatka,Territory,Камчатская край,Kamçatka|Kamchatskaya Kray,,hasc
RU-KS,Kursk,Region,Курская область,Kurskaya Oblast,,hasc
RU-KT,Kostroma,Region,Костромская область,Kostromskaya Oblast,,hasc
RU-KU,Kurgan,Region,Курганская область,Kurganskaya Oblast,,hasc
RU-KV,Kirov,Region,Кировская область,Vyatka|Vyatskaya G.|Kirovskaya O,,hasc
RU-KX,Krasnoyarsk,Territory,Красноярский край,Krasnoyarskiy Kray|Yeniseisk|Yen,6209,hasc
RU-LN,Leningrad,Region,Ленинградская область,Saint Petersburg|Sankt-Peterburg,,hasc
RU-LP,Lipetsk,Region,Липецкая область,Lipetskaya Oblast,,hasc
RU-MC,Moscow City,City,,,,capitalized
RU-ME,Mariy-El,Republic,Республика Марий Эл,Mari|Mari-El|Republic of Mari El,,hasc
RU-MG,Magadan,Region,Магадан|Магаданская область,Magadanskaya Oblast|Maga Buryatd,7009,hasc
RU-MM,Murmansk,Region,Мурманская область,Murmanskaya Oblast,,hasc
RU-MR,Mordovia,Republic,Республика Мордовия,Mordov|Mordvian Autonomous Repub,,hasc
RU-MS,Moskva,Region,Московская область,Mosca|Moscou|Moscow|Moskau|Mosko,,hasc
RU-NG,Novgorod,Region,Новгородская область,Novgorodskaya Oblast,,hasc
RU-NN,Nenets,Autonomous Province,Ненецкий АОк,Nenetskiy A.Okr.|Nenetskiy Aok,,hasc
RU-NO,North Ossetia,Republic,Республика Северная Осетия-Алани,Kuzey Osetya|Respublika Severnay,,hasc
RU-NS,Novosibirsk,Region,Новосибирская область,Novosibirskaya Oblast,,hasc
RU-NZ,Nizhegorod,Region,Нижегородская область,Gor'kiy|Gor'kovskaya|Gorky|Nizhe,,hasc
RU-OB,Orenburg,Region,Оренбургская область,Chkalov|Orenburgskaya|Orenburgsk,,hasc
RU-OL,Orel,Region,Орловская область,Orlovskaya|Or'ol|Oryol|Orlovskay,,hasc
RU-OM,Omsk,Region,Омская область,Omskaya Oblast,,hasc
RU-PE,Perm',Territory,Пермская край,Molotov|Permskaya,,hasc
RU-PR,Primor'ye,Territory,Приморский край,Küsten-Gebiet|Maritime Territory,,hasc
RU-PS,Pskov,Region,Псковская область,Pskovskaya Oblast,,hasc
RU-PZ,Penza,Region,Пензенская область,Penzenskaya Oblast,,hasc
RU-RO,Rostov,Region,Ростовская область,Province of the Don Cossacks|Pro,,hasc
RU-RZ,Ryazan',Region,Рязанская область,Ryazanskaya Oblast|Ryazanskaya O,,hasc
RU-SA,Samara,Region,Самарская область,Kuybyshev|Kuybyshevskaya|Samarsk,,hasc
RU-SK,Sakha,Republic,Республика Саха,Republic of Sakha|Yakutia-Sakha|,,hasc
RU-SL,Sakhalin,Region,Сахалинская область,Sakhalinskaya Oblast,,hasc
RU-SM,Smolensk,Region,Смоленская область,Smolenskaya Oblast,,hasc
RU-SP,City of St. Petersburg,City,Санкт-Петербург (горсовет),Sankt-Peterburg gorsovet,601,hasc
RU-SR,Saratov,Region,Саратовская область,Saratovskaya Oblast,,hasc
RU-ST,Stavropol',Territory,Ставропольский край,Stavropol'skiy Kray|Stavropolski,,hasc
RU-SV,Sverdlovsk,Region,Свердловская область,Yekaterinburg|Sverdlovskaya Obla,,hasc
RU-TB,Tambov,Region,Тамбовская область,Tambovskaya Oblast,,hasc
RU-TL,Tula,Region,Тульская область,Tul'skaya|Tulskaya Oblast,,hasc
RU-TO,Tomsk,Region,Томская область,Tomskaya Oblast,,hasc
RU-TT,Tatarstan,Republic,Республика Татарстан,Kazan|Kazanskaya G.|Tatar A.S.S.,,hasc
RU-TU,Tuva,Republic,Республика Тыва,Respublika Tyva|Republic of Tuva,,hasc
RU-TV,Tver',Region,Тверская область,Kalinin|Kalininskaya|Tverskaya O,,hasc
RU-TY,Tyumen',Region,Тюменская область,Tobol'sk|Tobol'skaya G.|Tyumensk,,hasc
RU-UD,Udmurt,Republic,Удмуртская Республика,Udmurtiya|Udmurt Republic|Udmurt,,hasc
RU-UL,Ul'yanovsk,Region,Ульяновская область,Simbirsk|Simbirskaya G.|Ul'yanov,,hasc
RU-VG,Volgograd,Region,Волгоградская область,Stalingrad|Volgogradskaya Oblast,,hasc
RU-VL,Vladimir,Region,Владимирская область,Vladimirskaya Oblast,,hasc
RU-VO,Vologda,Region,Вологодская область,Vologodskaya Oblast,,hasc
RU-VR,Voronezh,Region,Воронежская область,Voronezhskaya Oblast,,hasc
RU-YN,Yamal-Nenets,Autonomous Province,Ямало-Ненецкий АОк,Yamalo-Nenetskiy A. Okrug,,hasc
RU-YS,Yaroslavl',Region,Ярославская область,Yaroslavskaya,,hasc
RU-YV,Yevrey,Autonomous Region,Eврейская АОб,Den jødiske autonome oblasten|Ev,6701,hasc
RU-ZB,Zabaykal'ye,Territory,Забайкальский край,Zabaykalsky,,hasc
RW-ES,Iburasirazuba,Province,,Eastern Province|Province de l'E,5,hasc
RW-KV,Umujyi wa Kigali,Province,,Kigali City|Ville de Kigali,1,hasc
RW-NO,Amajyaruguru,Province,,Northern Province|Province du No,4,hasc
RW-OU,Iburengerazuba,Province,,Western Province|Province de l'O,3,hasc
RW-SU,Amajyepfo,Province,,Southern Province|Province du Su,2,hasc
SA-AS,'Asir,Province,عَسِيرٌ,Asir|Aseer|Assyear,,hasc
SA-BA,Al Bahah,Province,ٱلْبَاحَة‎,Baha|Bahah,,hasc
SA-HA,Ḥaʼil,Province,حَائِل‎,Hai'il,,hasc
SA-HS,Al Hudud ash Shamaliyah,Province,الحدود الشمالية,Northern Borders,,hasc
SA-JF,Al Jawf,Province,منطقة الجوف,Jawf|Al Joaf|Al-Jouf|Jowf,,hasc
SA-JZ,Jizan,Province,جيزان‎,Jazan|Qizan,,hasc
SA-MD,Al Madinah,Province,المدينة,Madinah|Al Madinah al Munawwarah,,hasc
SA-MK,Makkah,Province,مَكَّة‎,Makka|Makkah al-Mukarramah|Mecca,,hasc
SA-NJ,Najran,Province,نجران‎,,,hasc
SA-QS,Al Qassim,Province,القصيم‎,Al Quassim|Qassim|Qasim|Al Gassi,,hasc
SA-RI,Ar Riyad,Province,الرياض‎,Riyad|Riad|Riyadh,,hasc
SA-SH,Ash-Sharqīyah,Province,الشرقية‎,Eastern|Ash Sharqiyah,,hasc
SA-TB,Tabuk,Province,تَبُوْك‎,Tabouk,,hasc
SB-CH,Choiseul,Province,,Lauru,,iso
SB-CN,Central,Province,,,,hasc
SB-CT,Honiara,Capital Territory,,Capital Territory,,hasc
SB-GU,Guadalcanal,Province,,,,iso
SB-IS,Isabel,Province,,,,hasc
SB-MK,Makira Ulawa,Province,,Makira and Ulawa,,hasc
SB-ML,Malaita,Province,,,,hasc
SB-RB,Rennell and Bellona,Province,,,,hasc
SB-TE,Temotu,Province,,Eastern Islands,,hasc
SB-WE,Western,Province,,,,iso
SC-AB,Anse Boileau,District,,,,hasc
SC-BA,Bel Air,District,,,,hasc
SC-BL,Baie Lazare,District,,,,hasc
SC-BO,Belombre,District,,,,hasc
SC-BS,Baie Sainte Anne,District,,,,hasc
SC-BV,Beau Vallon,District,,,,hasc
SC-CA,Cascade,District,,,,hasc
SC-DI,La Digue and Inner Islands,District,,,,hasc
SC-ET,Anse Étoile,District,,,,hasc
SC-GL,Glacis,District,,,,hasc
SC-GM,Grand' Anse,District,,,,hasc
SC-GP,Grand'Anse Praslin,District,,,,hasc
SC-LM,Les Mamelles,District,,,,hasc
SC-LO,Au Cap,District,,,,hasc
SC-MB,Mont Buxton,District,,,,hasc
SC-MF,Mont Fleuri,District,,,,hasc
SC-OI,Outer Islands,Outer Islands,,,,hasc
SC-PG,Port Glaud,District,,,,hasc
SC-PI,Anse aux Pins,District,,,,hasc
SC-PL,Plaisance,District,,,,hasc
SC-PR,Pointe La Rue,District,,,,hasc
SC-RA,English River,District,,,,hasc
SC-RC,Roche Caïman,District,,,,hasc
SC-RO,Anse Royale,District,,,,hasc
SC-SL,Saint Louis,District,,,,hasc
SC-TA,Takamaka,District,,,,hasc
SD-CD,Central Darfur,State,,Zalingei,,hasc
SD-DN,North Darfur,State,شمال دارفور‎,Dārfūr ash Shamālīyah| Shamāl Dā,,iso
SD-DS,South Darfur,State,جنوب دارفور‎,Dārfūr al Janūbīyah| Janūb Dārfū,,iso
SD-DW,West Darfur,State,غرب دارفور‎,Dārfūr al Gharbīyah|Gharb Dārfūr,,iso
SD-ED,East Darfur,State,,,,hasc
SD-GD,Al Qadarif,State,القضارف,Gedarif|Gadarif|Gedaref|Gederaf,,hasc
SD-GZ,Al Jazirah,State,ولاية الجزيرة,Gezira,,hasc
SD-KA,Kassala,State,"كسلا,",Cassala|Kessala,,iso
SD-KH,Khartoum,State,الخرطوم,Al Kharţūm| Al Khurţūm| Cartum|J,,iso
SD-KS,South Kurdufan,State,جنوب كردفان‎,Southern Kordofan|South Kordufan,,hasc
SD-NB,Blue Nile,State,النيل الأزرق‎,An Nīl al Azraq|Nil Bleu|Nilo Az,,iso
SD-NK,North Kurdufan,State,شمال كردفان‎,Kurdufān ash Shamālīyah|Shamāl K,,capitalized
SD-NO,Northern,State,الشمالية,Ash Shamālī|Ash Shamālīyah|Nord,,iso
SD-NR,River Nile,State,ولاية نهر النيل‎,"an Nīl, Nahr an Nīl| Nil| Nile|",,iso
SD-NW,White Nile,State,النيل الأبيض‎,An Baḥr al Abyad|An Nīl al-Abyad,,iso
SD-RS,Red Sea,State,البحر الأحمر‎,Baḥr al Aḥmar|Mar Rojo|Mar Rosso,,iso
SD-SI,Sennar,State,سنار,Sinnar,,iso
SD-WK,West Kurdufan,State,غرب كردفان‎,Gharb Kurdufān| Gharb Kurdufun|,,capitalized
SE-BL,Blekinge,County,,Blekinge län,,hasc
SE-GT,Gotland,County,,Gotlands län|Gothland|Gottland,,hasc
SE-GV,Gävleborg,County,,Gävleborgs län,,hasc
SE-HA,Halland,County,,Hallands län,,hasc
SE-JA,Jämtland,County,,Jämtlands län,,hasc
SE-JO,Jönköping,County,,Jönköpings län,,hasc
SE-KA,Kalmar,County,,Kalmar län,,hasc
SE-KO,Dalarna,County,,Dalecarlia|Kopparberg,,hasc
SE-KR,Kronoberg,County,,Kronobergs län,,hasc
SE-NB,Norrbotten,County,,Norrbottens län,,hasc
SE-OG,Östergötland,County,,Östergötlands län,,hasc
SE-OR,Orebro,County,,Örebro|Örebro län,,hasc
SE-SD,Södermanland,County,,Södermanlands län|Sörmland,,hasc
SE-SN,Skåne,County,,,,hasc
SE-ST,Stockholm,County,,Stockholms län|Estocolmo|Stoccol,,hasc
SE-UP,Uppsala,County,,Uppsala län,,hasc
SE-VB,Västerbotten,County,,Västerbottens län,,hasc
SE-VG,Västra Götaland,County,,,,hasc
SE-VM,Västmanland,County,,Västmanlands län,,hasc
SE-VN,Västernorrland,County,,Västernorrlands län,,hasc
SE-VR,Värmland,County,,Värmlands län,,hasc
SG-CE,Central,Region,,,,first2
SG-EA,East,Region,,,,first2
SG-NE,North-East,Region,,,,capitalized
SG-NO,North,Region,,,,first2
SG-WE,West,Region,,,,first2
SH-AC,Ascension,Administrative Area,,Ascensão,,hasc
SH-HL,Saint Helena,Dependency,,,,iso
SH-TA,Tristan da Cunha,Dependency,,Tristão da Cunha,,hasc
SI-GO,Gorenjska,Statistical Region,,,,hasc
SI-JP,Obalno-kraška,Statistical Region,,Južna Primorska,,hasc
SI-JS,Jugovzhodna Slovenija,Statistical Region,,,,capitalized
SI-KO,Koroška,Statistical Region,,,,hasc
SI-LJ,Osrednjeslovenska,Statistical Region,,Ljubljana,,hasc
SI-NO,Notranjsko-kraška,Statistical Region,,"Kraška, Notranj",,hasc
SI-PD,Podravska,Statistical Region,,,,hasc
SI-PM,Pomurska,Statistical Region,,,,hasc
SI-PS,Spodnjeposavska,Statistical Region,,Posavska,,hasc
SI-SA,Savinjska,Statistical Region,,,,hasc
SI-SP,Goriška,Statistical Region,,Severna Primors,,hasc
SI-ZS,Zasavska,Statistical Region,,,,hasc
SJ-JN,Jan Mayen,Territory,,,,hasc
SJ-SV,Svalbard,Territory,,,,hasc
SK-BC,Banskobystrický,Region,,Banská Bystrica,,hasc
SK-BL,Bratislavský,Region,,Bratislava,,hasc
SK-KI,Košický,Region,,Košice,,hasc
SK-NI,Nitriansky,Region,,Nitra,,hasc
SK-PV,Prešovský,Region,,,,hasc
SK-TA,Trnavský,Region,,Trnava,,hasc
SK-TC,Trenčiansky,Region,,Trencín,,hasc
SK-ZI,Žilinský,Region,,Žilina,,hasc
SL-EA,Eastern,Province,,,,hasc
SL-NO,Northern,Province,,,,hasc
SL-SO,Southern,Province,,,,hasc
SL-WE,Western,Province,,,,hasc
SM-AC,Acquaviva,Municipality,,,,hasc
SM-BM,Borgo Maggiore,Municipality,,,,hasc
SM-CH,Chiesanuova,Municipality,,,,hasc
SM-DO,Domagnano,Municipality,,,,hasc
SM-FA,Faetano,Municipality,,,,hasc
SM-FI,Fiorentino,Municipality,,,,hasc
SM-MG,Montegiardino,Municipality,,,,hasc
SM-SE,Serravalle,Municipality,,,,hasc
SM-SM,San Marino,Municipality,,,,hasc
SN-DB,Diourbel,Region,,,3,iso
SN-DK,Dakar,Region,,Cap Vert|Dacar,1,iso
SN-FK,Fatick,Region,,,9,iso
SN-KA,Kaffrine,Region,,,12,iso
SN-KD,Kolda,Region,,,10,iso
SN-KE,Kédougou,Region,,Sénégal Oriental,13,iso
SN-KL,Kaolack,Region,,,6,iso
SN-LG,Louga,Region,,,8,iso
SN-MT,Matam,Region,,,11,iso
SN-SD,Sédhiou,Region,,,14,hasc
SN-SL,Saint-Louis,Region,,Fleuve|Vallée du Fleuve,4,iso
SN-TC,Tambacounda,Region,,Sénégal Oriental,5,iso
SN-TH,Thiès,Region,,,7,iso
SN-ZG,Ziguinchor,Region,,,2,iso
SO-AW,Awdal,Region,,Adal | Adel,,iso
SO-BK,Bakool,Region,,,,hasc
SO-BN,Banaadir,Region,,Benadir,,iso
SO-BR,Bari,Region,,,,hasc
SO-BY,Bay,Region,,Baay,,hasc
SO-GA,Galguduud,Region,,Galgudug,,hasc
SO-GE,Gedo,Region,,Gado,,hasc
SO-HI,Hiiraan,Region,,Hiiran,,hasc
SO-JD,Jubbada Dhexe,Region,,J. Dhexe| Central Juba| Middle J,,hasc
SO-JH,Jubbada Hoose,Region,,J. Hoose| Lower Juba,,hasc
SO-MU,Mudug,Region,,Madugh| Mudugh,,hasc
SO-NU,Nugaal,Region,,,,iso
SO-SA,Sanaag,Region,,Sanag,,hasc
SO-SD,Shabeellaha Dhexe,Region,,Sh. Dhexe| Central Shabele,,hasc
SO-SH,Shabeellaha Hoose,Region,,Sh. Hoose| Lower Shabele,,iso
SO-SO,Sool,Region,,,,iso
SO-TO,Togdheer,Region,,Tog-Dheer| Togdheer| Togder,,iso
SO-WO,Woqooyi Galbeed,Region,,North-West| W.Galbeed| Woqooyi G,,iso
SR-BR,Brokopondo,District,,,,iso
SR-CM,Commewijne,District,,,,iso
SR-CR,Coronie,District,,,,hasc
SR-MA,Marowijne,District,,,,hasc
SR-NI,Nickerie,District,,,,iso
SR-PM,Paramaribo,District,,,,iso
SR-PR,Para,District,,,,iso
SR-SA,Saramacca,District,,,,iso
SR-SI,Sipaliwini,District,,,,iso
SR-WA,Wanica,District,,,,iso
SS-EC,Central Equatoria,State,,Bahr el Gabel| Bahr-al-Jabal,,iso
SS-EE,Eastern Equatoria,State,,Al Istiwā'īyah ash Sharqīyah| Sh,,iso
SS-JU,Jungoli,State,,Jonglei| Jonglie| Jonqley| Jungl,,first2
SS-LA,Lakes,State,,,,first2
SS-NB,North Bahr-al-Ghazal,State,,North Bahr-al-Gazal| North Bahr,,capitalized
SS-NU,Upper Nile,State,,Upper Nile|Sobat|a`Ālī an Nīl|Ni,,iso
SS-UN,Unity,State,,Al-Wahdah| Wahda,,first2
SS-WA,Warap,State,,Warab|Warrab,,first2
SS-WB,West Bahr-al-Ghazal,State,,Bahr al-Ghazāl al Gharbīyah|Ghar,,capitalized
SS-WE,West Equatoria,State,,Al Istiwā'īyah al Gharbīyah|Ghar,,capitalized
ST-PR,Príncipe,Municipality,,,,hasc
ST-ST,São Tomé,Municipality,,,,hasc
SV-AH,Ahuachapán,Department,,,,iso
SV-CA,Cabañas,Department,,,,iso
SV-CH,Chalatenango,Department,,,,iso
SV-CU,Cuscatlán,Department,,,,iso
SV-LI,La Libertad,Department,,,,iso
SV-MO,Morazán,Department,,,,iso
SV-PA,La Paz,Department,,,,iso
SV-SA,Santa Ana,Department,,,,iso
SV-SM,San Miguel,Department,,,,iso
SV-SO,Sonsonate,Department,,,,iso
SV-SS,San Salvador,Department,,,,iso
SV-SV,San Vicente,Department,,,,iso
SV-UN,La Unión,Department,,,,iso
SV-US,Usulután,Department,,,,iso
SY-DI,Damascus,Governorate,,,,hasc
SY-DR,Dar`a,Governorate,,Dara'a|Dária|Dera`a|Derraa|Haura,,iso
SY-DY,Dayr Az Zawr,Governorate,,Dair-Ezzor|Dayr az Zaur|Deir Al,,iso
SY-HA,Al Ḥasakah,Governorate,,Al-Haska|Al Hassake|El Haseke|Ha,,iso
SY-HI,Hims,Governorate,,Hims|Homs,,iso
SY-HL,Aleppo,Governorate,,Aleppo|Alep|Alepo|Haleb|Ḥalab,,hasc
SY-HM,Hamah,Governorate,,Hama|Ḥamāh,,iso
SY-ID,Idlib,Governorate,,Adlib|Edleb|Idleb,,iso
SY-LA,Lattakia,Governorate,,Latakia|Al Ladhiqiyah|El Ladhiqi,,hasc
SY-QU,Quneitra,Governorate,,Al Qunatirah|Al Qunaytirah|Al Qu,,hasc
SY-RA,Ar Raqqah,Governorate,,Al Rakka|Raqqa|Al Rashid|Rashid,,iso
SY-RD,Rif Dimashq,Governorate,,Damas Campagne|Damascus Countrys,,iso
SY-SU,As Suwayda',Governorate,,Djebel Druze|Jabal Druze|Jebel D,,iso
SY-TA,Tartus,Governorate,,Tartaus|Tartous,,iso
SZ-HH,Hhohho,District,,,,iso
SZ-LU,Lubombo,District,,,,iso
SZ-MA,Manzini,District,,,,iso
SZ-SH,Shiselweni,District,,Shiselwini,,hasc
TC-GT,Grand Turk,District,,,,capitalized
TC-MC,Middle Caicos,District,,,,capitalized
TC-NC,North Caicos,District,,,,capitalized
TC-PA,Providenciales and West Caicos,District,,,,capitalized
TC-SC,Salt Cay,District,,,,capitalized
TC-SO,South Caicos and East Caicos,District,,,,first2
TD-BA,Batha,Region,,,,hasc
TD-BG,Barh el Ghazel,Region,,,,hasc
TD-BI,Wadi Fira,Region,,Biltine,,hasc
TD-BR,Borkou,Region,,Borkou,,hasc
TD-CB,Chari-Baguirmi,Region,,,,hasc
TD-EE,Ennedi Est,Region,,,,hasc
TD-EO,Ennedi Ouest,Region,,,,hasc
TD-GR,Guéra,Region,,Guera|Baguirmi,,iso
TD-HD,Hadjer-Lamis,Region,,,,hasc
TD-KM,Kanem,Region,,,,hasc
TD-LC,Lac,Region,,,,hasc
TD-LO,Logone Occidental,Region,,Logone-Occidental,,hasc
TD-LR,Logone Oriental,Region,,Logone-Oriental,,hasc
TD-MA,Mandoul,Region,,,,hasc
TD-MC,Moyen-Chari,Region,,,,hasc
TD-ME,Mayo-Kebbi Est,Region,,,,hasc
TD-MW,Mayo-Kebbi Ouest,Region,,,,hasc
TD-ND,Ville de N'Djamena,Region,,N'Djamena,,iso
TD-OD,Ouaddaï,Region,,Ouaddai|Ouadaï,,iso
TD-SA,Salamat,Region,,,,hasc
TD-SI,Sila,Region,,,,hasc
TD-TA,Tandjilé,Region,,Tandjile,,hasc
TD-TI,Tibesti,Region,,,,iso
TF-AS,Îles Saint Paul et Amsterdam,District,,St. Paul and Amsterdam islands,,hasc
TF-CR,Îles Crozet,District,,Crozet Islands,,hasc
TF-IE,Îles Éparses,District,,Glorioso Islands,,capitalized
TF-KG,Kerguelen,District,,,,hasc
TG-CE,Centre,Region,,"Région Centrale, Région du Centr",,hasc
TG-KA,Kara,Region,,Région de la Kara,,hasc
TG-MA,Maritime,Region,,Région Maritime,,hasc
TG-PL,Plateaux,Region,,Région des Plateaux,,hasc
TG-SA,Savanes,Region,,Région des Savanes,,hasc
TH-AC,Amnat Charoen,Province,จังหวัดอำนาจเจริญ,,37,hasc
TH-AT,Ang Thong,Province,จังหวัดอ่างทอง,,15,hasc
TH-BK,Bueng Kan,Province,บึงกาฬ,,,hasc
TH-BM,Bangkok Metropolis,Province,จังหวัดเชียงใหม่,Bangkok|Krung Thep|Krung Thep Ma,10,hasc
TH-BR,Buri Ram,Province,จังหวัดบุรีรัมย์,Buri Rum,31,hasc
TH-CB,Chon Buri,Province,จังหวัดชลบุรี,,20,hasc
TH-CC,Chachoengsao,Province,จังหวัดฉะเชิงเทรา,Chaxerngsao|Pad Rew|Paed Riu|Pet,24,hasc
TH-CM,Chiang Mai,Province,จังหวัดเชียงใหม่,,50,hasc
TH-CN,Chai Nat,Province,จังหวัดชัยนาท,Chainat,18,hasc
TH-CP,Chumphon,Province,จังหวัดชุมพร,,86,hasc
TH-CR,Chiang Rai,Province,จังหวัดเชียงราย,,57,hasc
TH-CT,Chanthaburi,Province,จันทบุรี,Chantaburi|Muang Chan,,hasc
TH-CY,Chaiyaphum,Province,จังหวัดชัยนาท,,36,hasc
TH-KK,Khon Kaen,Province,จังหวัดขอนแก่น,,40,hasc
TH-KL,Kalasin,Province,จังหวัดกาฬสินธุ์,,46,hasc
TH-KN,Kanchanaburi,Province,อำเภอเมืองกาญจนบุรี,Kan Buri|Park Prag,71,hasc
TH-KP,Kamphaeng Phet,Province,จังหวัดกำแพงเพชร,Gampheang Phet|Kambhengbhej,62,hasc
TH-KR,Krabi,Province,จังหวัดกระบี่,,81,hasc
TH-LB,Lop Buri,Province,ลพบุรี,,16,hasc
TH-LE,Loei,Province,จังหวัดเลย,,42,hasc
TH-LG,Lampang,Province,จังหวัดลำปาง,,52,hasc
TH-LN,Lamphun,Province,จังหวัดลำพูน,Hariphunchai|Lampoon,51,hasc
TH-MD,Mukdahan,Province,จังหวัดมุกดาหาร,,49,hasc
TH-MH,Mae Hong Son,Province,จังหวัดแม่ฮ่องสอน,,58,hasc
TH-MS,Maha Sarakham,Province,จังหวัดมหาสารคาม,,44,hasc
TH-NA,Nan,Province,จังหวัดน่าน,,55,hasc
TH-NB,Nong Bua Lam Phu,Province,จังหวัดหนองบัวลำภู,Nong Bua Lamphu,39,hasc
TH-NF,Nakhon Phanom,Province,จังหวัดนครพนม,,48,hasc
TH-NK,Nong Khai,Province,จังหวัดหนองคาย,,43,hasc
